Catalog ,name ,Price ,Category ,Brand 
bs-0024R-Biotin,"Presenilin 1 Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0024R-BF350,"Presenilin 1 Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0024R-BF488,"Presenilin 1 Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0024R-BF594,"Presenilin 1 Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0024R-BF680,"Presenilin 1 Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0024R-APC,"Presenilin 1 Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0024R-APC-Cy7 ,"Presenilin 1 Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0024R-PE-Cy5.5,"Presenilin 1 Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0024R-PerCP,"Presenilin 1 Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0024R-RBITC,"Presenilin 1 Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0025M-Cy3,"presenilin 1 Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0025M-Cy5.5,"presenilin 1 Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0025M-FITC,"presenilin 1 Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0025M-Biotin,"presenilin 1 Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0025M-BF350,"presenilin 1 Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0025M-BF488,"presenilin 1 Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0025M-BF594,"presenilin 1 Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0025M-BF680,"presenilin 1 Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0025M-APC,"presenilin 1 Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0025M-APC-Cy7 ,"presenilin 1 Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0025M-PE-Cy5.5,"presenilin 1 Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0025M-PerCP,"presenilin 1 Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0025M-RBITC,"presenilin 1 Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0026R-Cy3,"Osteopontin Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0026R-Cy5.5,"Osteopontin Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0026R-FITC,"Osteopontin Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0026R-Biotin,"Osteopontin Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0026R-BF350,"Osteopontin Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0026R-BF488,"Osteopontin Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0026R-BF594,"Osteopontin Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0026R-BF680,"Osteopontin Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0026R-APC,"Osteopontin Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0026R-APC-Cy7 ,"Osteopontin Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0026R-PE-Cy5.5,"Osteopontin Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0026R-PerCP,"Osteopontin Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0026R-RBITC,"Osteopontin Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0027R-Cy3,"Melatonin Receptor 1A Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0027R-Cy5.5,"Melatonin Receptor 1A Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0027R-FITC,"Melatonin Receptor 1A Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0027R-Biotin,"Melatonin Receptor 1A Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0027R-BF350,"Melatonin Receptor 1A Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0027R-BF488,"Melatonin Receptor 1A Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0027R-BF594,"Melatonin Receptor 1A Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0027R-BF680,"Melatonin Receptor 1A Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0027R-APC,"Melatonin Receptor 1A Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0027R-APC-Cy7 ,"Melatonin Receptor 1A Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0027R-PE-Cy5.5,"Melatonin Receptor 1A Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0027R-PerCP,"Melatonin Receptor 1A Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0027R-RBITC,"Melatonin Receptor 1A Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0028R-Cy3,"GSK-3 Beta Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0028R-Cy5.5,"GSK-3 Beta Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0028R-FITC,"GSK-3 Beta Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0028R-Biotin,"GSK-3 Beta Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0028R-BF350,"GSK-3 Beta Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0028R-BF488,"GSK-3 Beta Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0028R-BF594,"GSK-3 Beta Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0028R-BF680,"GSK-3 Beta Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0028R-APC,"GSK-3 Beta Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0028R-APC-Cy7 ,"GSK-3 Beta Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0028R-PE-Cy5.5,"GSK-3 Beta Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0028R-PerCP,"GSK-3 Beta Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0028R-RBITC,"GSK-3 Beta Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0029R-Cy3,"PP2A alpha / beta Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0029R-Cy5.5,"PP2A alpha / beta Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0029R-FITC,"PP2A alpha / beta Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0029R-Biotin,"PP2A alpha / beta Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0029R-BF350,"PP2A alpha / beta Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0029R-BF488,"PP2A alpha / beta Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0029R-BF594,"PP2A alpha / beta Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0029R-BF680,"PP2A alpha / beta Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0029R-APC,"PP2A alpha / beta Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0029R-APC-Cy7 ,"PP2A alpha / beta Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0029R-PE-Cy5.5,"PP2A alpha / beta Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0029R-PerCP,"PP2A alpha / beta Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0029R-RBITC,"PP2A alpha / beta Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0031R,"BTG2 Polyclonal Antibody, 100ul","44,550",Antibodies ,Bioss Antibodies 
bs-0031R-Cy5,"BTG2 Polyclonal Antibody, Cy5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0031R-Cy7,"BTG2 Polyclonal Antibody, Cy7 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0031R-PE,"BTG2 Polyclonal Antibody, PE Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0031R-HRP,"BTG2 Polyclonal Antibody, HRP Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0031R-BF405,"BTG2 Polyclonal Antibody, AbBy Fluor® 405 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0031R-BF555,"BTG2 Polyclonal Antibody, AbBy Fluor® 555 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0031R-BF647,"BTG2 Polyclonal Antibody, AbBy Fluor® 647 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0031R-BF750,"BTG2 Polyclonal Antibody, AbBy Fluor® 750 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0031R-APC-Cy5.5,"BTG2 Polyclonal Antibody, APC-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0031R-PE-Cy5,"BTG2 Polyclonal Antibody, PE-Cy5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0031R-PE-Cy7,"BTG2 Polyclonal Antibody, PE-Cy7 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0031R-PerCP-Cy5.5,"BTG2 Polyclonal Antibody, PerCP-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0032R,"Bcl-2 Polyclonal Antibody, 100ul","44,550",Antibodies ,Bioss Antibodies 
bs-0033R-Cy3,"P53 protein(wt-p53) Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0033R-Cy5.5,"P53 protein(wt-p53) Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0033R-FITC,"P53 protein(wt-p53) Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0033R-Biotin,"P53 protein(wt-p53) Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0033R-BF350,"P53 protein(wt-p53) Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0033R-BF488,"P53 protein(wt-p53) Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0033R-BF594,"P53 protein(wt-p53) Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0033R-BF680,"P53 protein(wt-p53) Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0033R-APC,"P53 protein(wt-p53) Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0033R-APC-Cy7 ,"P53 protein(wt-p53) Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0033R-PE-Cy5.5,"P53 protein(wt-p53) Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0033R-PerCP,"P53 protein(wt-p53) Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0033R-RBITC,"P53 protein(wt-p53) Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0035R,"CREB-1 Polyclonal Antibody, 100ul","44,550",Antibodies ,Bioss Antibodies 
bs-0036R-Cy3,"CREB-1(Ser133) Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0036R-Cy5.5,"CREB-1(Ser133) Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0036R-FITC,"CREB-1(Ser133) Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0036R-Biotin,"CREB-1(Ser133) Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0036R-BF350,"CREB-1(Ser133) Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0036R-BF488,"CREB-1(Ser133) Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0036R-BF594,"CREB-1(Ser133) Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0036R-BF680,"CREB-1(Ser133) Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0036R-APC,"CREB-1(Ser133) Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0036R-APC-Cy7 ,"CREB-1(Ser133) Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0036R-PE-Cy5.5,"CREB-1(Ser133) Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0036R-PerCP,"CREB-1(Ser133) Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0036R-RBITC,"CREB-1(Ser133) Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0037R-Cy3,"AIF Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0037R-Cy5.5,"AIF Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0037R-FITC,"AIF Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0037R-Biotin,"AIF Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0037R-BF350,"AIF Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0037R-BF488,"AIF Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0037R-BF594,"AIF Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0037R-BF680,"AIF Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0037R-APC,"AIF Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0037R-APC-Cy7 ,"AIF Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0037R-PE-Cy5.5,"AIF Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0037R-PerCP,"AIF Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0037R-RBITC,"AIF Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0038R-Cy3,"GLP-1 Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0038R-Cy5.5,"GLP-1 Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0038R-FITC,"GLP-1 Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0038R-Biotin,"GLP-1 Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0038R-BF350,"GLP-1 Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0038R-BF488,"GLP-1 Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0038R-BF594,"GLP-1 Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0038R-BF680,"GLP-1 Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0038R-APC,"GLP-1 Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0038R-APC-Cy7 ,"GLP-1 Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0038R-PerCP-Cy5.5,"GLP-1 Polyclonal Antibody, PerCP-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0039R,"ADNP Polyclonal Antibody, 100ul","44,550",Antibodies ,Bioss Antibodies 
bs-0039R-Cy5,"ADNP Polyclonal Antibody, Cy5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0039R-Cy7,"ADNP Polyclonal Antibody, Cy7 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0039R-PE,"ADNP Polyclonal Antibody, PE Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0039R-HRP,"ADNP Polyclonal Antibody, HRP Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0039R-BF405,"ADNP Polyclonal Antibody, AbBy Fluor® 405 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0039R-BF555,"ADNP Polyclonal Antibody, AbBy Fluor® 555 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0039R-BF647,"ADNP Polyclonal Antibody, AbBy Fluor® 647 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0039R-BF750,"ADNP Polyclonal Antibody, AbBy Fluor® 750 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0039R-APC-Cy5.5,"ADNP Polyclonal Antibody, APC-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0039R-PE-Cy5,"ADNP Polyclonal Antibody, PE-Cy5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0039R-PE-Cy7,"ADNP Polyclonal Antibody, PE-Cy7 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0039R-PerCP-Cy5.5,"ADNP Polyclonal Antibody, PerCP-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0042R,"ChAT Polyclonal Antibody, 100ul","44,550",Antibodies ,Bioss Antibodies 
bs-0042R-Cy5,"ChAT Polyclonal Antibody, Cy5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0042R-Cy7,"ChAT Polyclonal Antibody, Cy7 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0042R-PE,"ChAT Polyclonal Antibody, PE Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0042R-HRP,"ChAT Polyclonal Antibody, HRP Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0042R-BF405,"ChAT Polyclonal Antibody, AbBy Fluor® 405 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0042R-BF555,"ChAT Polyclonal Antibody, AbBy Fluor® 555 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0042R-BF647,"ChAT Polyclonal Antibody, AbBy Fluor® 647 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0042R-BF750,"ChAT Polyclonal Antibody, AbBy Fluor® 750 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0042R-APC-Cy5.5,"ChAT Polyclonal Antibody, APC-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0042R-PE-Cy5,"ChAT Polyclonal Antibody, PE-Cy5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0042R-PE-Cy7,"ChAT Polyclonal Antibody, PE-Cy7 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0042R-PerCP-Cy5.5,"ChAT Polyclonal Antibody, PerCP-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0043R,"DFFB Polyclonal Antibody, 100ul","44,550",Antibodies ,Bioss Antibodies 
bs-0043R-Cy5,"DFFB Polyclonal Antibody, Cy5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0043R-Cy7,"DFFB Polyclonal Antibody, Cy7 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0043R-PE,"DFFB Polyclonal Antibody, PE Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0043R-HRP,"DFFB Polyclonal Antibody, HRP Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0043R-BF405,"DFFB Polyclonal Antibody, AbBy Fluor® 405 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0043R-BF555,"DFFB Polyclonal Antibody, AbBy Fluor® 555 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0043R-BF647,"DFFB Polyclonal Antibody, AbBy Fluor® 647 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0043R-BF750,"DFFB Polyclonal Antibody, AbBy Fluor® 750 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0043R-APC-Cy5.5,"DFFB Polyclonal Antibody, APC-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0043R-PE-Cy5,"DFFB Polyclonal Antibody, PE-Cy5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0043R-PE-Cy7,"DFFB Polyclonal Antibody, PE-Cy7 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0043R-PerCP-Cy5.5,"DFFB Polyclonal Antibody, PerCP-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0045M,"AGT Polyclonal Antibody, 100ul","44,550",Antibodies ,Bioss Antibodies 
bs-0046R-Cy3,"AD7c-NTP Polyclonal Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0046R-Cy5.5,"AD7c-NTP Polyclonal Antibody, Cy5.5 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0046R-FITC,"AD7c-NTP Polyclonal Antibody, FITC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0046R-Biotin,"AD7c-NTP Polyclonal Antibody, Biotin Conjugated, 100ul","53,104",Antibodies ,Bioss Antibodies 
bs-0046R-BF350,"AD7c-NTP Polyclonal Antibody, AbBy Fluor® 350 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0046R-BF488,"AD7c-NTP Polyclonal Antibody, AbBy Fluor® 488 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0046R-BF594,"AD7c-NTP Polyclonal Antibody, AbBy Fluor® 594 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0046R-BF680,"AD7c-NTP Polyclonal Antibody, AbBy Fluor® 680 Conjugated, 100ul","54,054",Antibodies ,Bioss Antibodies 
bs-0046R-APC,"AD7c-NTP Polyclonal Antibody, APC Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
bs-0046R-APC-Cy7 ,"AD7c-NTP Polyclonal Antibody, APC-Cy7  Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0046R-PE-Cy5.5,"AD7c-NTP Polyclonal Antibody, PE-Cy5.5 Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0046R-PerCP,"AD7c-NTP Polyclonal Antibody, PerCP Conjugated, 100ul","56,786",Antibodies ,Bioss Antibodies 
bs-0046R-RBITC,"AD7c-NTP Polyclonal Antibody, RBITC Conjugated, 100ul","57,974",Antibodies ,Bioss Antibodies 
bs-0047R-Cy3,"Insulin Receptor alpha Antibody, Cy3 Conjugated, 100ul","55,598",Antibodies ,Bioss Antibodies 
